*************Target variables in total: 40*************
Number of Fault Insertions: 760
Number of Faulty Executions: 566
,variable_name,max_risk_diff,quantile1,quantile2
30,sqrty_0,0.9376884422110553,2,0
0,y_2,0.9089999999999999,1,0
6,y_0,0.8758758758758758,7,9
26,seps_1,0.8719512195121951,8,5
5,y2_0,0.8568568568568569,8,9
22,ceps_1,0.7926829268292683,0,4
16,dd_1,0.7597597597597597,0,1
14,temp_3,0.7597597597597597,0,1
15,temp_0,0.7587587587587588,0,1
12,d_1,0.7347347347347347,9,1
11,d_4,0.7257257257257257,0,1
9,e_1,0.7247247247247248,9,1
8,e_4,0.6966966966966966,9,3
23,abs_sum_0,0.6783919597989949,0,7
27,z_0,0.6723618090452261,7,9
18,cy_0,0.43316582914572865,8,9
19,s_0,0.429145728643216,8,0
31,result_val_2,0.3829145728643216,0,1
35,ampl_0,0.3125628140703518,1,9
20,result_val_0,0.30854271356783913,8,0
24,sy_0,0.24321608040201004,9,7
25,d_5,0.23216080402010053,0,9
39,seps_0,0.07220216606498198,0,6
3,fn_1,0.0,0,0
38,ceps_0,0.0,0,0
37,e2_0,0.0,0,0
36,stat_ca_0,0.0,0,0
2,result_err_7,0.0,0,0
34,result_err_8,0.0,0,0
33,result_err_9,0.0,0,0
32,result_err_10,0.0,0,0
1,result_val_1,0.0,0,0
21,result_err_1,0.0,0,0
29,stat_cp_0,0.0,0,0
28,stat_ct_0,0.0,0,0
7,result_err_0,0.0,0,0
10,e_0,0.0,0,0
13,d_0,0.0,0,0
17,dd_0,0.0,0,0
4,status_0,0.0,0,0
