*************Target variables in total: 40*************
Number of Fault Insertions: 705
Number of Faulty Executions: 531
,variable_name,max_risk_diff,quantile1,quantile2
30,sqrty_0,0.9386934673366835,2,0
5,y2_0,0.9259259259259259,7,8
6,y_0,0.9099099099099099,7,8
18,cy_0,0.8502512562814071,2,8
0,y_2,0.823,2,0
25,d_5,0.7648241206030151,4,0
14,temp_3,0.7647647647647647,0,2
15,temp_0,0.7637637637637638,0,1
16,dd_1,0.7627627627627628,0,1
11,d_4,0.7607607607607607,0,7
8,e_4,0.7567567567567568,9,2
12,d_1,0.7537537537537538,9,2
9,e_1,0.7507507507507508,9,2
22,ceps_1,0.6524390243902439,1,0
27,z_0,0.5417085427135678,7,8
26,seps_1,0.524390243902439,1,0
19,s_0,0.48944723618090447,0,3
24,sy_0,0.457286432160804,1,9
31,result_val_2,0.45628140703517583,9,1
23,abs_sum_0,0.38492462311557796,9,5
35,ampl_0,0.3678391959798995,7,9
20,result_val_0,0.31356783919597986,0,3
39,seps_0,0.0830324909747292,0,5
1,result_val_1,0.0,0,0
38,ceps_0,0.0,0,0
37,e2_0,0.0,0,0
36,stat_ca_0,0.0,0,0
2,result_err_7,0.0,0,0
34,result_err_8,0.0,0,0
33,result_err_9,0.0,0,0
32,result_err_10,0.0,0,0
21,result_err_1,0.0,0,0
4,status_0,0.0,0,0
29,stat_cp_0,0.0,0,0
28,stat_ct_0,0.0,0,0
7,result_err_0,0.0,0,0
10,e_0,0.0,0,0
13,d_0,0.0,0,0
17,dd_0,0.0,0,0
3,fn_1,0.0,0,0
