*************Target variables in total: 40*************
Number of Fault Insertions: 998
Number of Faulty Executions: 764
,variable_name,max_risk_diff,quantile1,quantile2
35,ampl_0,0.055276381909547756,8,9
11,d_4,0.032032032032031976,8,3
14,temp_3,0.028028028028028062,1,0
18,cy_0,0.025125628140703515,0,9
22,ceps_1,0.012820512820512775,0,1
26,seps_1,0.012820512820512775,8,2
6,y_0,0.012012012012011963,8,9
0,y_2,0.01100000000000001,1,0
30,sqrty_0,0.007035175879396949,1,0
5,y2_0,0.006006006006005982,8,9
24,sy_0,0.005025125628140725,0,3
25,d_5,0.005025125628140725,1,0
12,d_1,0.005005005005005003,1,0
27,z_0,0.004020100502512558,0,3
31,result_val_2,0.0010050251256281673,1,0
8,e_4,0.0010010010010009784,1,0
33,result_err_9,0.0,0,0
32,result_err_10,0.0,0,0
34,result_err_8,0.0,0,0
29,stat_cp_0,0.0,0,0
36,stat_ca_0,0.0,0,0
28,stat_ct_0,0.0,0,0
37,e2_0,0.0,0,0
38,ceps_0,0.0,0,0
20,result_val_0,0.0,0,0
23,abs_sum_0,0.0,0,0
21,result_err_1,0.0,0,0
1,result_val_1,0.0,0,0
19,s_0,0.0,0,0
17,dd_0,0.0,0,0
16,dd_1,0.0,0,0
15,temp_0,0.0,0,0
13,d_0,0.0,0,0
10,e_0,0.0,0,0
9,e_1,0.0,0,0
7,result_err_0,0.0,0,0
4,status_0,0.0,0,0
3,fn_1,0.0,0,0
2,result_err_7,0.0,0,0
39,seps_0,0.0,0,0
