*************Target variables in total: 40*************
Number of Fault Insertions: 989
Number of Faulty Executions: 732
,variable_name,max_risk_diff,quantile1,quantile2
26,seps_1,0.5060240963855422,7,9
11,d_4,0.2122122122122122,0,2
18,cy_0,0.15979899497487438,0,9
35,ampl_0,0.12562814070351758,2,1
24,sy_0,0.1135678391959799,3,0
20,result_val_0,0.055276381909547645,9,1
39,seps_0,0.027744270205066313,0,8
25,d_5,0.015075376884422065,9,0
23,abs_sum_0,0.012060301507537674,9,6
19,s_0,0.007035175879396949,3,1
22,ceps_1,0.006024096385542244,0,2
27,z_0,0.004020100502512558,0,3
9,e_1,0.004004004004004025,0,1
8,e_4,0.002002002002001957,2,0
14,temp_3,0.0010010010010009784,1,0
28,stat_ct_0,0.0,0,0
29,stat_cp_0,0.0,0,0
30,sqrty_0,0.0,0,0
32,result_err_10,0.0,0,0
31,result_val_2,0.0,0,0
38,ceps_0,0.0,0,0
34,result_err_8,0.0,0,0
2,result_err_7,0.0,0,0
36,stat_ca_0,0.0,0,0
37,e2_0,0.0,0,0
33,result_err_9,0.0,0,0
7,result_err_0,0.0,0,0
3,fn_1,0.0,0,0
4,status_0,0.0,0,0
21,result_err_1,0.0,0,0
1,result_val_1,0.0,0,0
5,y2_0,0.0,0,0
17,dd_0,0.0,0,0
16,dd_1,0.0,0,0
15,temp_0,0.0,0,0
13,d_0,0.0,0,0
12,d_1,0.0,0,0
6,y_0,0.0,0,0
10,e_0,0.0,0,0
0,y_2,0.0,0,0
