*************Target variables in total: 40*************
Number of Fault Insertions: 776
Number of Faulty Executions: 564
,variable_name,max_risk_diff,quantile1,quantile2
5,y2_0,0.9229229229229229,3,9
0,y_2,0.91,5,0
6,y_0,0.8998998998998999,6,9
30,sqrty_0,0.8914572864321608,6,0
16,dd_1,0.8588588588588588,0,8
26,seps_1,0.8322981366459627,8,3
15,temp_0,0.7417417417417418,0,8
14,temp_3,0.7337337337337337,9,1
12,d_1,0.7307307307307307,9,1
11,d_4,0.7257257257257257,9,7
9,e_1,0.6996996996996997,9,2
8,e_4,0.6946946946946948,9,2
31,result_val_2,0.6582914572864322,6,0
35,ampl_0,0.5909547738693468,0,9
18,cy_0,0.4231155778894472,6,9
23,abs_sum_0,0.4201005025125628,8,0
27,z_0,0.26633165829145733,6,9
39,seps_0,0.25659472422062346,0,7
24,sy_0,0.21507537688442202,8,9
19,s_0,0.21105527638190946,4,8
22,ceps_1,0.18633540372670807,2,0
20,result_val_0,0.09547738693467334,9,8
25,d_5,0.08743718592964833,0,4
3,fn_1,0.0,0,0
38,ceps_0,0.0,0,0
37,e2_0,0.0,0,0
36,stat_ca_0,0.0,0,0
2,result_err_7,0.0,0,0
34,result_err_8,0.0,0,0
33,result_err_9,0.0,0,0
32,result_err_10,0.0,0,0
17,dd_0,0.0,0,0
4,status_0,0.0,0,0
28,stat_ct_0,0.0,0,0
7,result_err_0,0.0,0,0
10,e_0,0.0,0,0
13,d_0,0.0,0,0
21,result_err_1,0.0,0,0
1,result_val_1,0.0,0,0
29,stat_cp_0,0.0,0,0
