*************Target variables in total: 37*************
Number of Fault Insertions: 483
Number of Faulty Executions: 304
,variable_name,importance_score,p_label
55,result_err_9,0.9991783073130649,0
53,c0_1,0.9991783073130649,0
52,result_val_7,0.9825510728557787,-1
54,result_err_10,0.9763411641015691,-1
51,t_1,0.9617206884121108,-2
23,result_val_0,0.8787710976827537,1
30,d_4,0.8787710976827537,1
25,e_4,0.8740647044326987,1
24,result_err_0,0.8740647044326987,1
27,e_1,0.8677098044068672,-2
35,temp_3,0.8383687518751659,-2
32,d_1,0.8383687518751659,-2
37,temp_0,0.8080086997468227,1
40,dd_1,0.8080086997468227,1
22,y_0,0.7734478850193558,1
21,y2_0,0.7734478850193558,1
19,status_0,0.7562189054726368,0
42,dd_0,0.7562189054726368,0
34,d_0,0.7562189054726368,0
29,e_0,0.7562189054726368,0
48,result_err_7,0,-5
6,value_2,0,-5
47,result_err_8,0,-5
45,result_val_6,0,-5
49,result_err_6,0,-5
50,px_0,0,-5
44,t_0,0,-5
43,px11_0,0,-5
46,c0_0,0,-5
18,result_val_4,0,-5
8,value_1,0,-5
9,result_err_4,0,-5
11,count_1,0,-5
1,n_4,0,-5
13,count_0,0,-5
15,x_4,0,-5
20,return_val_0,0,-5
