*************Target variables in total: 40*************
Number of Fault Insertions: 988
Number of Faulty Executions: 737
,variable_name,max_risk_diff,quantile1,quantile2
22,ceps_1,0.8780487804878049,0,2
26,seps_1,0.6097560975609756,0,1
5,y2_0,0.4974974974974975,0,5
6,y_0,0.49449449449449445,0,3
16,dd_1,0.4874874874874875,0,2
15,temp_0,0.4874874874874875,0,2
14,temp_3,0.47847847847847846,0,3
8,e_4,0.34334334334334327,8,4
11,d_4,0.3383383383383384,0,2
35,ampl_0,0.28341708542713573,7,5
9,e_1,0.27627627627627627,0,3
12,d_1,0.26626626626626626,0,3
24,sy_0,0.019095477386934623,1,0
30,sqrty_0,0.016080402010050232,0,4
23,abs_sum_0,0.013065326633165841,6,2
25,d_5,0.011055276381909507,0,9
19,s_0,0.009045226130653283,9,2
27,z_0,0.009045226130653283,7,4
20,result_val_0,0.0060301507537688925,7,2
0,y_2,0.006000000000000005,1,0
18,cy_0,0.004020100502512558,1,0
1,result_val_1,0.0,0,0
31,result_val_2,0.0,0,0
38,ceps_0,0.0,0,0
37,e2_0,0.0,0,0
36,stat_ca_0,0.0,0,0
2,result_err_7,0.0,0,0
34,result_err_8,0.0,0,0
33,result_err_9,0.0,0,0
32,result_err_10,0.0,0,0
3,fn_1,0.0,0,0
21,result_err_1,0.0,0,0
29,stat_cp_0,0.0,0,0
28,stat_ct_0,0.0,0,0
4,status_0,0.0,0,0
7,result_err_0,0.0,0,0
10,e_0,0.0,0,0
13,d_0,0.0,0,0
17,dd_0,0.0,0,0
39,seps_0,0.0,0,0
