*************Target variables in total: 40*************
Number of Fault Insertions: 753
Number of Faulty Executions: 620
,variable_name,max_risk_diff,quantile1,quantile2
14,temp_3,0.933933933933934,1,0
35,ampl_0,0.8341708542713567,0,8
30,sqrty_0,0.8341708542713567,2,0
5,y2_0,0.8308308308308309,0,8
6,y_0,0.8308308308308309,0,8
9,e_1,0.8308308308308309,1,0
11,d_4,0.8308308308308309,0,9
12,d_1,0.8308308308308309,1,0
0,y_2,0.83,5,0
27,z_0,0.8140703517587939,2,8
8,e_4,0.6816816816816818,1,0
31,result_val_2,0.2381909547738693,1,0
25,d_5,0.0793969849246231,9,8
39,seps_0,0.0553549939831528,0,7
23,abs_sum_0,0.04723618090452264,0,9
19,s_0,0.0341708542713568,4,9
20,result_val_0,0.022110552763819125,6,3
24,sy_0,0.0020100502512562235,4,0
18,cy_0,0.0010050251256280562,0,3
29,stat_cp_0,0.0,0,0
38,ceps_0,0.0,0,0
37,e2_0,0.0,0,0
36,stat_ca_0,0.0,0,0
2,result_err_7,0.0,0,0
34,result_err_8,0.0,0,0
33,result_err_9,0.0,0,0
32,result_err_10,0.0,0,0
3,fn_1,0.0,0,0
4,status_0,0.0,0,0
13,d_0,0.0,0,0
28,stat_ct_0,0.0,0,0
15,temp_0,0.0,0,0
26,seps_1,0.0,0,0
10,e_0,0.0,0,0
22,ceps_1,0.0,0,0
21,result_err_1,0.0,0,0
1,result_val_1,0.0,0,0
17,dd_0,0.0,0,0
16,dd_1,0.0,0,0
7,result_err_0,0.0,0,0
