*************Target variables in total: 37*************
Number of Fault Insertions: 507
Number of Faulty Executions: 311
,variable_name,importance_score,p_label
54,result_err_10,1.4981169889530164,4
55,result_err_9,1.0105605199025183,0
53,c0_1,1.0105605199025183,0
52,result_val_7,0.9827329852170481,-1
51,t_1,0.9597157743438286,-2
23,result_val_0,0.8881270610071352,1
30,d_4,0.8881270610071352,1
25,e_4,0.8756069033639939,1
24,result_err_0,0.8756069033639939,1
27,e_1,0.8638993002471601,-2
35,temp_3,0.8365984152491317,-2
32,d_1,0.8365984152491317,-2
37,temp_0,0.775309828111848,1
40,dd_1,0.775309828111848,1
22,y_0,0.7715323239134368,-2
21,y2_0,0.7715323239134368,-2
19,status_0,0.7669543773119606,0
42,dd_0,0.7669543773119606,0
34,d_0,0.7669543773119606,0
29,e_0,0.7669543773119606,0
48,result_err_7,0,-5
6,value_2,0,-5
47,result_err_8,0,-5
45,result_val_6,0,-5
49,result_err_6,0,-5
50,px_0,0,-5
44,t_0,0,-5
43,px11_0,0,-5
46,c0_0,0,-5
18,result_val_4,0,-5
8,value_1,0,-5
9,result_err_4,0,-5
11,count_1,0,-5
1,n_4,0,-5
13,count_0,0,-5
15,x_4,0,-5
20,return_val_0,0,-5
