*************Target variables in total: 40*************
Number of Fault Insertions: 466
Number of Faulty Executions: 387
,variable_name,max_risk_diff,quantile1,quantile2
38,ceps_0,1.0,0,2
24,sy_0,0.7849246231155779,9,3
6,y_0,0.6916916916916916,2,8
5,y2_0,0.6826826826826827,2,8
31,result_val_2,0.6743718592964825,6,1
18,cy_0,0.6432160804020101,2,1
30,sqrty_0,0.5708542713567839,7,0
39,seps_0,0.4620938628158845,7,0
27,z_0,0.42311557788944726,2,8
0,y_2,0.407,5,0
25,d_5,0.07537688442211055,8,9
35,ampl_0,0.06030150753768844,2,0
23,abs_sum_0,0.054271356783919596,1,0
19,s_0,0.04723618090452261,0,9
11,d_4,0.024024024024024024,0,8
12,d_1,0.014014014014014014,1,0
9,e_1,0.013013013013013013,1,0
34,result_err_8,0.0,0,0
28,stat_ct_0,0.0,0,0
36,stat_ca_0,0.0,0,0
33,result_err_9,0.0,0,0
32,result_err_10,0.0,0,0
3,fn_1,0.0,0,0
37,e2_0,0.0,0,0
4,status_0,0.0,0,0
2,result_err_7,0.0,0,0
29,stat_cp_0,0.0,0,0
10,e_0,0.0,0,0
7,result_err_0,0.0,0,0
26,seps_1,0.0,0,0
8,e_4,0.0,0,0
22,ceps_1,0.0,0,0
21,result_err_1,0.0,0,0
1,result_val_1,0.0,0,0
17,dd_0,0.0,0,0
16,dd_1,0.0,0,0
15,temp_0,0.0,0,0
14,temp_3,0.0,0,0
13,d_0,0.0,0,0
20,result_val_0,0.0,0,0
