*************Target variables in total: 40*************
Number of Fault Insertions: 468
Number of Faulty Executions: 391
,variable_name,max_risk_diff,quantile1,quantile2
0,y_2,0.673,9,0
30,sqrty_0,0.6613065326633166,4,0
24,sy_0,0.6552763819095477,8,1
6,y_0,0.6076076076076076,5,8
5,y2_0,0.5165165165165165,0,8
27,z_0,0.4984924623115578,5,8
18,cy_0,0.4914572864321608,0,1
39,seps_0,0.36582430806257527,9,8
31,result_val_2,0.31155778894472363,4,1
35,ampl_0,0.29447236180904524,0,6
19,s_0,0.1457286432160804,0,2
20,result_val_0,0.09045226130653267,9,7
12,d_1,0.08308308308308308,1,0
9,e_1,0.07807807807807808,1,0
25,d_5,0.05527638190954774,5,0
23,abs_sum_0,0.053266331658291456,1,0
11,d_4,0.02902902902902903,0,8
29,stat_cp_0,0.0,0,0
2,result_err_7,0.0,0,0
33,result_err_9,0.0,0,0
32,result_err_10,0.0,0,0
3,fn_1,0.0,0,0
34,result_err_8,0.0,0,0
36,stat_ca_0,0.0,0,0
37,e2_0,0.0,0,0
38,ceps_0,0.0,0,0
28,stat_ct_0,0.0,0,0
8,e_4,0.0,0,0
26,seps_1,0.0,0,0
22,ceps_1,0.0,0,0
21,result_err_1,0.0,0,0
1,result_val_1,0.0,0,0
7,result_err_0,0.0,0,0
17,dd_0,0.0,0,0
16,dd_1,0.0,0,0
15,temp_0,0.0,0,0
14,temp_3,0.0,0,0
13,d_0,0.0,0,0
10,e_0,0.0,0,0
4,status_0,0.0,0,0
