*************Target variables in total: 40*************
Number of Fault Insertions: 519
Number of Faulty Executions: 442
,variable_name,max_risk_diff,quantile1,quantile2
35,ampl_0,0.8261306532663316,2,8
30,sqrty_0,0.821105527638191,7,0
6,y_0,0.8198198198198198,0,8
11,d_4,0.8168168168168168,0,8
8,e_4,0.8158158158158159,2,0
5,y2_0,0.8098098098098098,0,8
18,cy_0,0.8080402010050252,3,9
31,result_val_2,0.8020100502512563,6,0
27,z_0,0.7889447236180904,2,8
0,y_2,0.776,4,0
9,e_1,0.7247247247247247,1,0
24,sy_0,0.7185929648241206,1,7
12,d_1,0.7157157157157157,1,0
23,abs_sum_0,0.5427135678391959,6,9
19,s_0,0.49246231155778897,9,8
25,d_5,0.4381909547738694,9,1
20,result_val_0,0.38793969849246224,9,0
39,seps_0,0.36101083032490977,8,7
29,stat_cp_0,0.0,0,0
38,ceps_0,0.0,0,0
37,e2_0,0.0,0,0
36,stat_ca_0,0.0,0,0
2,result_err_7,0.0,0,0
34,result_err_8,0.0,0,0
33,result_err_9,0.0,0,0
32,result_err_10,0.0,0,0
3,fn_1,0.0,0,0
4,status_0,0.0,0,0
17,dd_0,0.0,0,0
16,dd_1,0.0,0,0
7,result_err_0,0.0,0,0
26,seps_1,0.0,0,0
10,e_0,0.0,0,0
13,d_0,0.0,0,0
14,temp_3,0.0,0,0
22,ceps_1,0.0,0,0
21,result_err_1,0.0,0,0
1,result_val_1,0.0,0,0
15,temp_0,0.0,0,0
28,stat_ct_0,0.0,0,0
