*************Target variables in total: 40*************
Number of Fault Insertions: 477
Number of Faulty Executions: 417
,variable_name,max_risk_diff,quantile1,quantile2
11,d_4,0.991991991991992,0,8
39,seps_0,0.9330943847072879,9,0
26,seps_1,0.810126582278481,2,3
22,ceps_1,0.45569620253164556,2,0
18,cy_0,0.32261306532663314,4,0
25,d_5,0.29246231155778896,8,6
24,sy_0,0.25326633165829143,9,4
19,s_0,0.21708542713567838,9,0
23,abs_sum_0,0.16080402010050251,5,6
0,y_2,0.13,2,8
6,y_0,0.09109109109109109,7,8
30,sqrty_0,0.09045226130653267,2,0
31,result_val_2,0.08643216080402011,6,8
27,z_0,0.07336683417085427,7,9
5,y2_0,0.07207207207207207,7,9
20,result_val_0,0.0693467336683417,9,0
35,ampl_0,0.020100502512562818,7,9
12,d_1,0.01701701701701702,1,0
9,e_1,0.012012012012012014,1,0
14,temp_3,0.004004004004004004,1,0
8,e_4,0.0030030030030030047,1,0
36,stat_ca_0,0.0,0,0
29,stat_cp_0,0.0,0,0
33,result_err_9,0.0,0,0
32,result_err_10,0.0,0,0
37,e2_0,0.0,0,0
38,ceps_0,0.0,0,0
34,result_err_8,0.0,0,0
10,e_0,0.0,0,0
28,stat_ct_0,0.0,0,0
2,result_err_7,0.0,0,0
4,status_0,0.0,0,0
21,result_err_1,0.0,0,0
1,result_val_1,0.0,0,0
7,result_err_0,0.0,0,0
17,dd_0,0.0,0,0
16,dd_1,0.0,0,0
15,temp_0,0.0,0,0
13,d_0,0.0,0,0
3,fn_1,0.0,0,0
