*************Target variables in total: 40*************
Number of Fault Insertions: 487
Number of Faulty Executions: 405
,variable_name,max_risk_diff,quantile1,quantile2
18,cy_0,0.7467336683417085,9,2
24,sy_0,0.6914572864321608,4,7
0,y_2,0.685,6,0
5,y2_0,0.6796796796796797,3,0
31,result_val_2,0.6603015075376885,0,9
30,sqrty_0,0.6190954773869347,2,0
27,z_0,0.5678391959798995,7,8
6,y_0,0.5525525525525525,3,0
35,ampl_0,0.5386934673366834,7,0
25,d_5,0.5346733668341708,9,5
39,seps_0,0.38267148014440433,9,4
20,result_val_0,0.1909547738693467,1,0
19,s_0,0.12663316582914572,1,0
11,d_4,0.12412412412412413,0,8
23,abs_sum_0,0.10150753768844221,0,8
12,d_1,0.08308308308308308,1,0
9,e_1,0.057057057057057055,1,0
8,e_4,0.02702702702702703,2,0
29,stat_cp_0,0.0,0,0
38,ceps_0,0.0,0,0
37,e2_0,0.0,0,0
36,stat_ca_0,0.0,0,0
2,result_err_7,0.0,0,0
34,result_err_8,0.0,0,0
33,result_err_9,0.0,0,0
32,result_err_10,0.0,0,0
3,fn_1,0.0,0,0
4,status_0,0.0,0,0
14,temp_3,0.0,0,0
28,stat_ct_0,0.0,0,0
15,temp_0,0.0,0,0
26,seps_1,0.0,0,0
22,ceps_1,0.0,0,0
21,result_err_1,0.0,0,0
1,result_val_1,0.0,0,0
13,d_0,0.0,0,0
10,e_0,0.0,0,0
17,dd_0,0.0,0,0
16,dd_1,0.0,0,0
7,result_err_0,0.0,0,0
