*************Target variables in total: 37*************
Number of Fault Insertions: 498
Number of Faulty Executions: 295
,variable_name,importance_score,p_label
51,t_1,0.9893868972593485,-2
55,result_err_9,0.9841534612176814,0
53,c0_1,0.9841534612176814,0
52,result_val_7,0.9329670054565906,-1
54,result_err_10,0.9271850425055206,-1
23,result_val_0,0.8602079383792304,1
30,d_4,0.8602079383792304,1
27,e_1,0.8541623067234478,-2
24,result_err_0,0.852711017658828,1
35,temp_3,0.8521013402854082,-2
32,d_1,0.8521013402854082,-2
25,e_4,0.8518626212133863,1
37,temp_0,0.7581545211093562,1
40,dd_1,0.7581545211093562,1
29,e_0,0.7421383647798743,0
19,status_0,0.7421383647798743,0
42,dd_0,0.7421383647798743,0
34,d_0,0.7421383647798743,0
21,y2_0,0.7397471199061463,3
22,y_0,0.7397471199061463,3
48,result_err_7,0,-5
6,value_2,0,-5
47,result_err_8,0,-5
45,result_val_6,0,-5
49,result_err_6,0,-5
50,px_0,0,-5
44,t_0,0,-5
43,px11_0,0,-5
46,c0_0,0,-5
18,result_val_4,0,-5
8,value_1,0,-5
9,result_err_4,0,-5
11,count_1,0,-5
1,n_4,0,-5
13,count_0,0,-5
15,x_4,0,-5
20,return_val_0,0,-5
