*************Target variables in total: 40*************
Number of Fault Insertions: 505
Number of Faulty Executions: 418
,variable_name,max_risk_diff,quantile1,quantile2
35,ampl_0,0.8241206030150754,0,8
5,y2_0,0.7787787787787788,4,8
6,y_0,0.7587587587587588,0,8
30,sqrty_0,0.7417085427135678,9,0
0,y_2,0.725,9,0
27,z_0,0.6582914572864321,0,8
18,cy_0,0.6422110552763819,3,2
24,sy_0,0.6271356783919598,4,6
31,result_val_2,0.6211055276381909,2,0
11,d_4,0.36036036036036034,0,8
8,e_4,0.33633633633633636,2,0
39,seps_0,0.2972322503008423,9,4
12,d_1,0.27427427427427425,1,0
20,result_val_0,0.1728643216080402,1,8
9,e_1,0.16716716716716717,1,0
25,d_5,0.14170854271356784,0,7
19,s_0,0.0763819095477387,1,0
23,abs_sum_0,0.05728643216080402,2,9
14,temp_3,0.0,0,0
29,stat_cp_0,0.0,0,0
38,ceps_0,0.0,0,0
37,e2_0,0.0,0,0
36,stat_ca_0,0.0,0,0
2,result_err_7,0.0,0,0
34,result_err_8,0.0,0,0
33,result_err_9,0.0,0,0
32,result_err_10,0.0,0,0
3,fn_1,0.0,0,0
4,status_0,0.0,0,0
7,result_err_0,0.0,0,0
28,stat_ct_0,0.0,0,0
15,temp_0,0.0,0,0
13,d_0,0.0,0,0
22,ceps_1,0.0,0,0
21,result_err_1,0.0,0,0
1,result_val_1,0.0,0,0
10,e_0,0.0,0,0
17,dd_0,0.0,0,0
16,dd_1,0.0,0,0
26,seps_1,0.0,0,0
