*************Target variables in total: 40*************
Number of Fault Insertions: 500
Number of Faulty Executions: 423
,variable_name,max_risk_diff,quantile1,quantile2
5,y2_0,0.8208208208208209,0,8
6,y_0,0.8088088088088088,0,8
30,sqrty_0,0.8060301507537688,9,0
0,y_2,0.803,9,0
18,cy_0,0.7989949748743719,4,1
35,ampl_0,0.7979899497487437,0,8
24,sy_0,0.7527638190954774,0,7
27,z_0,0.7135678391959799,0,8
31,result_val_2,0.6522613065326632,0,9
11,d_4,0.6226226226226226,0,8
8,e_4,0.5585585585585585,2,0
39,seps_0,0.37545126353790614,9,7
25,d_5,0.31557788944723614,4,6
19,s_0,0.2894472361809045,9,3
9,e_1,0.25825825825825827,1,0
12,d_1,0.24824824824824826,1,0
23,abs_sum_0,0.21105527638190955,8,0
20,result_val_0,0.11758793969849249,8,0
10,e_0,0.0,0,0
17,dd_0,0.0,0,0
38,ceps_0,0.0,0,0
37,e2_0,0.0,0,0
36,stat_ca_0,0.0,0,0
2,result_err_7,0.0,0,0
34,result_err_8,0.0,0,0
33,result_err_9,0.0,0,0
32,result_err_10,0.0,0,0
3,fn_1,0.0,0,0
4,status_0,0.0,0,0
29,stat_cp_0,0.0,0,0
28,stat_ct_0,0.0,0,0
7,result_err_0,0.0,0,0
13,d_0,0.0,0,0
14,temp_3,0.0,0,0
15,temp_0,0.0,0,0
16,dd_1,0.0,0,0
22,ceps_1,0.0,0,0
21,result_err_1,0.0,0,0
1,result_val_1,0.0,0,0
26,seps_1,0.0,0,0
